trackName,artistName,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Come As You Are,Nirvana,Rock,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,0MKGH8UMfCnq5w7nG06oM5,218920,4
The Scientist,Coldplay,Rock,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,75JFxkI2RXiU7L9VXzMkle,309600,4
Let There Be Love,Oasis,Rock,0.482,0.47,5,-4.705,1,0.0279,0.289,0.0,0.342,0.12,74.089,4WudM1hDg7SrFP3eDAklGA,331520,4
With Arms Wide Open - New Version With Strings,Creed,Rock,0.32,0.695,0,-5.756,1,0.0388,0.032,0.0,0.201,0.165,141.91,0s8OMEGJQJIUr9VFwNEH1v,235267,4
Somewhere Only We Know,Keane,Rock,0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,1SKPmfSYaPsETbRHaiA18G,237147,4
Weird,Hanson,Rock,0.548,0.63,10,-8.797,1,0.0265,0.128,4.33e-05,0.116,0.333,135.697,0G2Rd4vct0AYN8EG6Ajm6u,242293,4
Yellow,Coldplay,Rock,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,3AJwUDP919kvQ9QcozQPxg,266773,4
Into The Fire,Thirteen Senses,Rock,0.388,0.638,3,-6.807,0,0.0279,0.0449,0.00555,0.114,0.142,174.071,3mGGrT3NVzpa2M9gnocR45,218773,4
Just My Imagination,The Cranberries,Rock,0.545,0.797,10,-5.315,1,0.0252,0.257,3.86e-06,0.0884,0.852,100.464,0f0k0OJ9VbaLHX4J1t2qUy,221293,4
Losing My Religion,R.E.M.,Rock,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,31AOj9sFz2gM0O3hMARRBx,268427,4
Stand by Me,Oasis,Rock,0.214,0.828,7,-2.66,1,0.0383,0.0142,1.61e-06,0.161,0.388,169.876,2gANywSFYF58YFMPdDSAjC,356600,4
Today - 2011 Remaster,The Smashing Pumpkins,Rock,0.456,0.826,8,-7.611,1,0.0268,3.35e-05,0.57,0.0548,0.415,82.539,4XizBlyqR7ZGVTX0Fyonm2,201173,4
Can't Stop,Red Hot Chili Peppers,Rock,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,3ZOEytgrvLwQaqXreDs2Jx,269000,4
A Little Respect,Erasure,Rock,0.596,0.598,0,-13.409,1,0.0268,0.00808,3.07e-06,0.241,0.595,113.825,2RVQIq7bLi4Eu6xHPyQ46t,213373,4
Sex on Fire,Kings of Leon,Rock,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,0ntQJM78wzOLVeCUAW7Y45,203347,4
Inbetween Days,The Cure,Rock,0.546,0.836,9,-6.321,1,0.0317,0.107,0.583,0.166,0.735,142.605,4CRpOsjhvgxjF7rQufmyZ1,177987,4
Always,blink-182,Rock,0.463,0.925,11,-5.74,1,0.0747,0.0106,0.027,0.189,0.59,158.337,3HM4NePuYAqdXpAGBk7nNz,251867,4
Even Flow,Pearl Jam,Rock,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,6QewNVIDKdSl8Y3ycuHIei,292581,4
Dani California,Red Hot Chili Peppers,Rock,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,10Nmj3JCNoMeBQ87uw5j8k,282160,4
Bitter Sweet Symphony - Remastered 2016,The Verve,Rock,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,57iDDD9N9tTWe75x6qhStw,357267,4
21 Guns,Green Day,Rock,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,64yrDBpcdwEdNY9loyEGbX,321093,4
Karma Police,Radiohead,Rock,0.36,0.505,7,-9.129,1,0.026,0.0626,9.22e-05,0.172,0.317,74.807,3SVAN3BRByDmHOhKyIDxfC,264067,4
Linger,The Cranberries,Rock,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,0gEyKnHvgkrkBM6fbeHdwK,274707,4
Helena,My Chemical Romance,Rock,0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,5dTHtzHFPyi8TlTtzoz1J9,204733,4
Thank You,Dido,Rock,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,3yUcJwYu7fXAfqMj9krY6l,218360,4
Boulevard of Broken Dreams,Green Day,Rock,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046,1hwJKpe0BPUsq6UUrwBWTw,261267,4
Ironic,Alanis Morissette,Rock,0.456,0.635,11,-5.731,1,0.0573,0.245,0.0,0.194,0.293,170.652,29YBihzQOmat0U74k4ukdx,228573,4
Precious,"Depeche Mode, Steve Fitzmaurice",Rock,0.568,0.837,1,-6.138,1,0.0266,0.09,0.0587,0.0994,0.853,104.988,3c4bJL7mARZvd387847GsC,245867,4
One Headlight,The Wallflowers,Rock,0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,0z1b34WikhOH9ZxU8QDWcv,312627,4
Come On Eileen,Dexys Midnight Runners,Rock,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,3MrWxJaD2AT0W9DjWF64Vm,287307,4
Complicated,Avril Lavigne,Rock,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,5xEM5hIgJ1jjgcEBfpkt2F,244507,4
Bring Me To Life,Evanescence,Rock,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,0COqiPhxzoWICwFCS4eZcp,235893,4
White Flag,Dido,Rock,0.509,0.537,5,-6.834,1,0.0384,0.347,7.29e-06,0.0805,0.311,170.03,6si71supnBUhddjR2FJc2L,240040,4
I Don't Want to Wait,Paula Cole,Rock,0.397,0.52,11,-5.876,1,0.0473,0.297,9.02e-06,0.0571,0.413,177.413,1c4OTH4Y6Og2vU9R1J1Ihu,318933,4
My Immortal,Evanescence,Rock,0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.101,79.012,4UzVcXufOhGUwF56HT7b8M,262533,4
Wake Me up When September Ends,Green Day,Rock,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,3ZffCQKLFLUvYM59XKLbVm,285653,4
Use Somebody,Kings of Leon,Rock,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,5VGlqQANWDKJFl0MBG3sg2,230760,4
Welcome to My Life,Simple Plan,Rock,0.421,0.858,1,-4.535,1,0.0963,0.0134,0.0,0.067,0.491,173.255,10rChmECwPcvTTj4w07hq4,206773,4
I'm Just a Kid,Simple Plan,Rock,0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065,6otiaV2fagE3s8IvP6WkwG,198333,4
California Waiting,Kings of Leon,Rock,0.544,0.869,2,-4.079,1,0.0352,0.00639,7.12e-05,0.359,0.558,148.857,0txCPGqVRdntoHGc1ZcF6t,208840,4
Your Love,The Outfield,Rock,0.577,0.811,4,-7.823,1,0.0586,0.0323,6.56e-06,0.096,0.565,129.535,2x7l543jPGNRicwfRirGyE,215520,4
Just Can't Get Enough - Live in Hammersmith,Depeche Mode,Rock,0.653,0.975,0,-9.071,1,0.0409,0.0082,0.5,0.678,0.911,126.919,5LAdBsIfjzAsusjc6WSLmH,335467,4
Everyday Is Like Sunday - 2011 Remaster,Morrissey,Rock,0.6,0.869,0,-5.126,1,0.0302,0.00345,0.441,0.311,0.56,117.064,0egYMfS7hjEneR86a9K61w,215267,4
Modern Love - 1999 Remaster,David Bowie,Rock,0.315,0.889,0,-8.192,1,0.041,0.000376,0.00241,0.133,0.961,181.329,7LyIoUsiMtelB1I0I4drEF,288467,4
Close To Me,The Cure,Rock,0.724,0.523,11,-11.139,1,0.116,0.0745,0.703,0.0811,0.965,185.075,4xiyq1iRdsxuU1BPUJ490Z,203267,4
Blue Monday - 2016 Remaster,New Order,Rock,0.793,0.703,0,-9.548,1,0.0581,0.000726,0.88,0.075,0.856,130.27,1RSy7B2vfPi84N80QJ6frX,450800,4
Girls & Boys,Blur,Rock,0.693,0.875,7,-8.354,0,0.0315,0.00986,0.0,0.0601,0.899,120.048,5CeL9C3bsoe4yzYS1Qz8cw,259387,4
A Letter To Elise,The Cure,Rock,0.53,0.592,9,-13.444,1,0.0309,0.189,0.00174,0.198,0.795,150.224,7mEGddVRDdESAibWOnbXoA,312240,4
Carnival,The Cardigans,Rock,0.532,0.662,2,-8.093,1,0.0314,0.0196,8e-05,0.425,0.368,110.698,7KKJZtuZyQZkis9uwXK6yr,219200,4
She's A Star,James,Rock,0.514,0.77,7,-4.326,1,0.0314,0.00864,0.0269,0.0948,0.484,110.489,1K2ZK4Y62SVjjk7dC9bDsT,220893,4
The First Of The Gang To Die,Morrissey,Rock,0.533,0.915,11,-4.241,1,0.0365,0.0117,0.0,0.122,0.813,134.297,5zflsn7VI8qyvzrowMoTgF,218587,4
Around the World,Daft Punk,Rock,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,1pKYYY0dkg23sQQXi0Q5zN,429533,4
Hey Boy Hey Girl,The Chemical Brothers,Rock,0.632,0.92,2,-4.976,1,0.0531,0.119,0.508,0.114,0.363,127.001,7kXmJwrZGIhDaLT9sNo3ut,290493,4
Do You Remember The First Time?,Pulp,Rock,0.401,0.879,7,-7.011,0,0.0508,0.0418,0.0,0.187,0.212,131.901,3rhITD3Q7qlOMCebBTHL8N,262573,4
Live Forever,Oasis,Rock,0.263,0.778,9,-5.418,0,0.0334,1.23e-05,7.64e-06,0.375,0.203,90.512,0ZyrgDl8C0Cq9Gt3nPxqvd,276867,4
Alison,Slowdive,Rock,0.279,0.423,4,-12.06,1,0.038,0.00957,0.837,0.128,0.291,101.571,55CenVQ4alvDJ1PS8aYB0m,231893,4
Losing My Religion,R.E.M.,Rock,0.7,0.686,9,-10.338,0,0.0279,0.0943,1.93e-06,0.0847,0.815,125.412,4d9RTWdrFLVAGhdzvqxkwn,268933,4
Regret - 2015 Remaster,New Order,Rock,0.506,0.931,5,-5.635,1,0.0305,0.00146,0.0227,0.27,0.865,129.568,1UVll7jjUlqSGxCZ6uXVaD,248973,4
Born Slippy (Nuxx),Underworld,Rock,0.576,0.953,10,-8.968,1,0.0362,0.00106,0.49,0.474,0.303,140.042,7xQYVjs4wZNdCwO0EeAWMC,456480,4
Babies,Pulp,Rock,0.299,0.818,2,-7.942,1,0.0649,0.113,2.46e-06,0.0827,0.604,156.193,1pUNeXXcmAJOyK6TiVL49n,244827,4
Rock ‘n’ Roll Star - Remastered,Oasis,Rock,0.314,0.972,4,-3.21,1,0.0701,0.000421,0.00129,0.407,0.447,138.223,1lCuf3uU0ZdAiqxVuZUv67,322947,4
Untitled (How Could This Happen to Me?),Simple Plan,Rock,0.208,0.342,6,-8.702,1,0.0327,0.875,3e-06,0.0908,0.135,186.162,6rT0BKAbg4y35tukHcfk4N,239813,4
Plush,Stone Temple Pilots,Rock,0.423,0.954,7,-3.157,0,0.047,0.0021,0.0,0.177,0.5,144.553,3jJZVeExYzVYiV6Y9Fl3DX,310347,4
By the Way,Red Hot Chili Peppers,Rock,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,1f2V8U1BiWaC9aJWmpOARe,216933,4
Guilty,The Rasmus,Rock,0.503,0.8,3,-4.097,0,0.0327,0.0042,1.51e-06,0.0967,0.31,136.021,3UVYGhewl2PglEv80HF1ic,226893,4
Sk8er Boi,Avril Lavigne,Rock,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,00Mb3DuaIH1kjrwOku9CGU,204000,4
On Your Own - Remastered 2016,The Verve,Rock,0.447,0.711,4,-7.291,0,0.0237,0.359,2.81e-06,0.247,0.379,86.217,6KA7zkPJOGjFI4bmwm3la2,213733,4
The Bitter End,Placebo,Rock,0.328,0.904,3,-5.063,0,0.0455,4.23e-05,0.0591,0.11,0.518,186.253,3WBPiogtVDBSXK7uOpxJ6m,190573,4
In the Shadows,The Rasmus,Rock,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,1fr92Vupmcs2vgLMFVQ7rd,257920,4
A Rush of Blood to the Head,Coldplay,Rock,0.525,0.472,5,-8.018,1,0.0255,0.156,4.39e-06,0.29,0.116,138.39,4JJ5zGKnb1IpERyBrfmb1y,351400,4
Don't Go Away,Oasis,Rock,0.426,0.838,0,-4.38,1,0.0362,0.0532,3.02e-06,0.0829,0.182,81.089,3MCuDi4gQrf7Xms8lTpTAx,288600,4
Ode To My Family,The Cranberries,Rock,0.364,0.45,7,-10.117,1,0.0234,0.0598,1.57e-06,0.282,0.139,94.188,1AWXiUQjoQfcmqaBEtaOoL,270707,4
Erase / Rewind,The Cardigans,Rock,0.743,0.697,11,-6.079,0,0.0276,0.000504,0.0126,0.106,0.585,103.642,3JfkNCiXjHEVkbFfCQ417E,218505,4
Special K,Placebo,Rock,0.397,0.942,1,-2.53,1,0.0869,0.000227,0.24,0.14,0.356,158.99,63peVCtLTPd0aM9x5j97sB,232307,4
Supersonic - Remastered,Oasis,Rock,0.361,0.905,9,-2.851,1,0.0405,5.86e-05,0.0094,0.089,0.635,103.997,6dUfUi14QkuIpGA0GFFPyC,283787,4
Scar Tissue,Red Hot Chili Peppers,Rock,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,1G391cbiT3v3Cywg8T7DM1,215907,4
Again,Lenny Kravitz,Rock,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,5c1QJAiC3773EwiZLwHf5x,231667,4
Read My Mind,The Killers,Rock,0.543,0.917,1,-3.391,1,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,7cX4PJz1old9fyFI8RlfgW,246840,4
Where Is My Mind?,Pixies,Rock,0.518,0.436,4,-14.134,1,0.0349,0.0157,0.000621,0.079,0.27,80.88,6mcxQ1Y3uQRU0IHsvdNLH1,236973,4
My Favourite Game,The Cardigans,Rock,0.586,0.777,5,-6.185,0,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,0Ui05Ov0s4PnRc4JI3Pilg,220468,4
Black Hole Sun,Soundgarden,Rock,0.361,0.728,6,-8.519,1,0.0368,0.000291,0.000112,0.0701,0.155,105.768,7fURZRPkB2S70sYR1naKTK,318000,4
Lucky Man,The Verve,Rock,0.407,0.663,2,-7.591,1,0.0305,0.255,0.000166,0.0913,0.211,75.989,2mxPSHEwjJWOQS7lGw6btF,293587,4
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,Rock,0.277,0.67,6,-9.381,1,0.0376,6.28e-05,0.751,0.237,0.217,148.342,7bu0znpSbTks0O6I98ij0W,254627,4
No Surprises,Radiohead,Rock,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,1bSpwPhAxZwlR2enJJsv7U,229120,4
Coffee & TV,Blur,Rock,0.743,0.742,2,-10.117,1,0.0367,0.051,0.234,0.0987,0.706,121.604,5eSllZgRWCIJsDTAqFRwQw,358773,4
Suedehead - 2011 Remaster,Morrissey,Rock,0.529,0.989,2,-4.5,1,0.042,0.00126,0.00148,0.0567,0.669,142.29,0kA5scXMiaO5Ms2GQ4pRWa,235520,4
Starlight,Muse,Rock,0.55,0.874,4,-4.046,1,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,3skn2lauGk7Dx6bVIt5DVj,240213,4
Learn to Fly,Foo Fighters,Rock,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,5OQsiBsky2k2kDKy2bX2eT,235293,4
The One I Love - Remastered 2012,R.E.M.,Rock,0.488,0.84,2,-4.626,1,0.0356,0.000395,1.21e-06,0.346,0.559,127.862,2fdfsGuqb6SBX5ocoBWHUd,197800,4
Supersonic - Remastered,Oasis,Rock,0.362,0.91,9,-2.863,1,0.0407,6.29e-05,0.0123,0.0933,0.597,104.043,78IaGqs7atMhpT0YGJLWrs,283787,4
The Zephyr Song,Red Hot Chili Peppers,Rock,0.725,0.803,2,-4.083,1,0.0337,0.013,3.66e-05,0.0891,0.403,117.391,1ndGB6rvxKYN9seCYO1dTF,231933,4
Secret Smile,Semisonic,Rock,0.551,0.516,10,-9.587,0,0.027,0.289,0.00015,0.0853,0.547,99.045,1OhctVvuAU8kVCtzDWsCTj,279813,4
Whatever - Remastered,Oasis,Rock,0.247,0.913,7,-2.437,1,0.0388,0.0418,0.00839,0.257,0.34,91.157,7rpUsVjQyitDQ27NRybgZl,382267,4
Imitation Of Life,R.E.M.,Rock,0.461,0.755,7,-3.71,1,0.0318,0.0178,1.13e-06,0.18,0.439,124.256,32kmXl5F8I3XDVKNfwwM4J,236627,4
Every You Every Me,Placebo,Rock,0.478,0.923,10,-7.547,1,0.0569,2.7e-05,0.719,0.325,0.165,133.134,3tRv4ZYZimrL27flnjgeR6,213800,4
Fake Plastic Trees,Radiohead,Rock,0.463,0.229,2,-12.592,1,0.0297,0.167,0.0997,0.202,0.135,73.543,73CKjW3vsUXRpy3NnX4H7F,290707,4
Jeremy,Pearl Jam,Rock,0.285,0.846,2,-6.472,1,0.0438,0.0404,0.0,0.182,0.287,108.808,62nQ8UZVqR2RMvkJHkcO2o,318227,4
Time is Running Out,Muse,Rock,0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,2takcwOaAZWiXQijPHIx7B,237040,4
Perfect,The Smashing Pumpkins,Rock,0.644,0.912,7,-6.327,1,0.0436,0.00911,0.647,0.449,0.54,114.289,5DuaMIvmPyT3oEvuccx6JO,202853,4
Black,Pearl Jam,Rock,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,5Xak5fmy089t0FYmh3VJiY,342653,4
She,Green Day,Rock,0.37,0.937,1,-3.939,0,0.0356,7.37e-05,0.00817,0.0904,0.874,93.307,4wsQGsdf8D0Bj26cGdvreB,134293,4
In The Shadows - Radio Edit,The Rasmus,Rock,0.599,0.789,2,-4.337,1,0.0274,9.9e-05,4.28e-05,0.622,0.739,106.007,5SEPHn2kcrgsi1ilpPS9s3,246933,4
Cold Hard Bitch,Jet,Rock,0.458,0.895,2,-3.972,1,0.0681,0.000219,0.000394,0.106,0.357,130.327,5u6fnmRO5V0PTl5M2Eekeu,243200,4
Beetlebum - 2012 Remaster,Blur,Rock,0.542,0.627,0,-7.105,1,0.0243,0.0794,0.000517,0.277,0.814,89.734,4OHVCeQYPncEwZOtNAJZZx,305213,4
Walk,Foo Fighters,Rock,0.234,0.865,9,-5.131,1,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,76Je5Wklky23mVoxiRszcN,255960,4
Why Does It Always Rain On Me?,Travis,Rock,0.497,0.537,4,-9.264,1,0.0269,0.079,0.000139,0.0782,0.371,108.448,5MmWgG5KgiqSxkOZdVXRQA,265000,4
Shiver,Coldplay,Rock,0.396,0.803,4,-6.186,1,0.0487,0.0334,0.0,0.0688,0.286,116.705,0qksx8mV28lztYIZ1om8ml,304200,3
Interstate Love Song - 2019 Remaster,Stone Temple Pilots,Rock,0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,6qLEOZvf5gI7kWE63JE7p3,194853,4
Salvation,The Cranberries,Rock,0.339,0.98,10,-4.567,1,0.0819,0.000715,2.37e-05,0.337,0.859,169.118,7KlTqYxhUnhspcx3PaN4Jn,143027,4
Save Me,Remy Zero,Rock,0.43,0.971,6,-3.91,1,0.0672,0.000639,0.0,0.107,0.294,96.235,4pkFvX3AkuiSGPkv8gMlks,244227,4
Autumnsong,Manic Street Preachers,Rock,0.292,0.89,2,-3.727,1,0.0441,0.000278,1.29e-05,0.287,0.417,199.349,0lmbYpumTlipEY0mUffz9Z,220347,4
Selling The Drama,Live,Rock,0.45,0.914,6,-6.741,1,0.0647,0.0106,8.18e-05,0.101,0.336,124.42,5hE3T2329sdMmIrHxjhQDL,208293,4
Warning,Green Day,Rock,0.728,0.92,2,-2.828,1,0.0294,0.0673,1.61e-05,0.199,0.892,120.989,0ue0gFLwvXd8qZIPg35Qiu,221667,4
Elevation,U2,Rock,0.578,0.807,9,-8.078,1,0.0361,0.000974,0.000416,0.0526,0.384,110.053,4BC2WQKrZdqMX6rHsvVbUy,226627,4
Times Like These,Foo Fighters,Rock,0.376,0.908,4,-3.793,0,0.0879,1.4e-05,1.4e-05,0.241,0.266,144.581,67vYdAAM3oGsEImCRfbtsF,265560,4
Plug in Baby,Muse,Rock,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,2UKARCqDrhkYDoVR4FN5Wi,218000,4
Paranoid Android,Radiohead,Rock,0.252,0.849,5,-6.501,1,0.0581,0.0377,0.00592,0.0545,0.194,163.704,2nTsKOXIVGDf2iPeVQO2Gm,387213,4
Live Forever,Oasis,Rock,0.335,0.776,9,-5.32,0,0.0325,9.27e-06,9.51e-06,0.369,0.219,90.59,1KgfeuVn5OlsBEtoEmBa1t,276867,4
Side,Travis,Rock,0.455,0.849,7,-5.461,0,0.0284,0.000493,1.52e-05,0.466,0.533,90.955,5gfmEhfgMIcV3He1wgDGJY,239240,4
Speed of Sound,Coldplay,Rock,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,7clUVcSOtkNWa58Gw5RfD4,287907,4
Man On The Moon,R.E.M.,Rock,0.667,0.699,7,-7.574,1,0.026,0.42,0.000442,0.201,0.655,118.567,4jLv3tDBu8ww2R07DvL12s,314173,4
All Around the World,Oasis,Rock,0.366,0.831,7,-3.449,1,0.0429,0.00572,0.00162,0.484,0.339,82.04,6Bb2wZjJZuMO2KJeZfxytc,560000,4
The End Of The World,The Cure,Rock,0.675,0.927,0,-3.455,1,0.0446,0.162,1.77e-06,0.337,0.629,119.992,0FMAfHeqwXjJPy0mcCm6ur,223760,4
Beautiful Ones,Suede,Rock,0.539,0.981,8,-5.012,0,0.041,0.0594,0.0,0.381,0.853,99.093,6BoSsFQKKe3b0tdPWWHAop,230867,4
Pure Morning,Placebo,Rock,0.387,0.898,8,-6.835,1,0.0675,0.0372,4.04e-05,0.11,0.202,81.354,1TqmZVIyeD4aN4Wa0wbnfy,254760,4
Charmless Man - 2012 Remaster,Blur,Rock,0.535,0.876,9,-6.523,1,0.0418,0.00759,0.0,0.035,0.846,116.766,7lJ9MeQgqHlBrE69omD4rN,213987,4
My Hero,Foo Fighters,Rock,0.398,0.927,9,-4.212,1,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,4dVbhS6OiYvFikshyaQaCN,260027,4
Molly's Chambers,Kings of Leon,Rock,0.598,0.911,11,-3.97,1,0.0515,0.222,3.84e-06,0.216,0.953,146.469,0nCAVzknkzRXRgB6LhRv04,134907,4
Stars,The Cranberries,Rock,0.516,0.855,5,-3.678,1,0.0359,0.0334,0.0,0.265,0.506,104.217,5iJ3ZTfEXjqxIU1BrgKhEe,211227,4
Jaded,Aerosmith,Rock,0.517,0.89,9,-4.033,1,0.0539,0.005,1.47e-05,0.0824,0.632,118.009,4iihDHIoKZdOeOW1kFDUtR,214333,4
A Little Less Conversation - JXL Radio Edit Remix,"Elvis Presley, Junkie XL",Rock,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999,4rr0gWiMrF4sOIefs3IEvZ,211507,4
What's My Age Again?,blink-182,Rock,0.4,0.942,6,-7.691,1,0.0718,0.0169,0.000216,0.172,0.472,157.714,7962dKDtcZBeVAJDO4hyl0,149467,4
Anthem Part Two,blink-182,Rock,0.552,0.932,0,-3.782,1,0.0426,0.000102,0.0,0.119,0.518,103.108,24CRDgNOgA72JLL7PHFjgB,227200,4
Semi-Charmed Life,Third Eye Blind,Rock,0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,42et6fnHCw1HIPSrdPprMl,268360,4
A Little Respect,Wheatus,Rock,0.569,0.755,0,-5.28,1,0.0381,0.299,8.24e-05,0.1,0.261,115.099,5tN541sO7fKaxdQx1BWfRh,199533,4
What Do You Want From Me?,Monaco,Rock,0.478,0.972,9,-5.372,0,0.0397,0.000587,0.00378,0.317,0.682,149.543,3H097K41pskob32JipdXzK,248360,4
Ava Adore,The Smashing Pumpkins,Rock,0.604,0.844,8,-6.003,1,0.0597,0.000401,0.214,0.0484,0.791,160.318,6bVB2MGR7LcotAIB1vfpw6,270893,4
Trash,Suede,Rock,0.439,0.993,11,-2.923,1,0.1,0.000937,6.29e-05,0.285,0.157,124.609,32PKCUhmyvG7nKfiwpWcJu,245947,4
60 Miles an Hour,New Order,Rock,0.545,0.861,9,-5.426,1,0.0316,0.000232,0.000881,0.088,0.302,127.402,3u0WAeE58IqNlHv2gsvlRY,274000,4
Stand By Me,Oasis,Rock,0.226,0.853,7,-2.624,1,0.042,0.0147,0.0,0.151,0.375,169.905,0C0N5NC7eLj0bjuvyoxV0v,356627,4
Teenage Dirtbag,Wheatus,Rock,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,25FTMokYEbEWHEdss5JLZS,241667,4
A Thousand Trees,Stereophonics,Rock,0.322,0.8,0,-5.445,1,0.0588,0.103,0.0,0.0964,0.554,109.801,4ZoXE2n6HemR6xa3YNUxxj,183747,4
Someday We'll Know,New Radicals,Rock,0.65,0.663,1,-7.163,0,0.0291,0.208,0.0,0.334,0.431,109.415,5X0zqWSaSnulsbf74CrljV,217467,4
Malibu,Hole,Rock,0.528,0.904,2,-5.854,1,0.0343,0.000833,0.0,0.174,0.678,122.372,5bVOX6eyHsML2sB4aMlZEi,230040,4
Have A Nice Day,Stereophonics,Rock,0.508,0.826,1,-4.088,0,0.0405,0.018,0.0,0.28,0.404,120.854,6JWddKPdqvDc2WkPEi9grC,205067,4
Walkin' On The Sun,Smash Mouth,Rock,0.745,0.972,6,-5.598,1,0.0316,0.346,0.0,0.148,0.968,123.067,4TQeNHx85xcP9YRkvJC6K1,207787,4
Flowers In The Window,Travis,Rock,0.38,0.738,0,-5.435,1,0.0264,0.0725,0.0,0.142,0.463,97.957,7H8Ga5vDJKhgxQ0uTiScUf,221667,4
Getting Away With It (All Messed Up),James,Rock,0.517,0.67,0,-6.442,1,0.0262,0.000968,0.025,0.344,0.172,135.372,1oZYaztSjkVQ7PeKwUbdab,265000,4
"Accidentally In Love - From ""Shrek 2"" Soundtrack",Counting Crows,Rock,0.555,0.93,7,-3.641,1,0.0377,0.0484,4.28e-06,0.0898,0.782,138.013,2Y6uY65ZwKl9WbVOvKyZg6,188640,4
Celebrity Skin,Hole,Rock,0.438,0.905,9,-6.161,1,0.0419,9.44e-06,5.4e-05,0.363,0.723,134.163,2V4Bc2I962j7acQj1N0PiQ,162667,4
Heaven Is a Halfpipe (If I Die),OPM,Rock,0.743,0.894,8,-6.886,1,0.0349,0.0755,0.00283,0.367,0.77,95.9,1Sm3U3B5XoidYQEZQZrh3i,257427,4
Chocolate,Snow Patrol,Rock,0.575,0.813,2,-4.34,1,0.0318,0.000542,0.0032,0.131,0.422,118.161,3Kh58CfPsfIl8XkCEKWbNf,181773,4
The Middle,Jimmy Eat World,Rock,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,6GG73Jik4jUlQCkKg9JuGO,165853,4
