trackName,artistName,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Cupcake Cake,Mike Shinoda,Rap/Hip Hop,0.655,0.689,5,-4.576,0,0.0413,0.223,0.524,0.245,0.35,78.974,4u1OCDpp7ZY65pEH59MKZj,195970,4
Cure For Me,AURORA,Pop,0.726,0.738,6,-6.589,0,0.0602,0.102,2.17e-05,0.0882,0.414,115.904,33WTgxRdPBQQpVCMXpNxhO,201640,4
Curious Shadows,Obie Hans,Jazz/Blues/Fusion,0.768,0.27,7,-17.331,1,0.0743,0.725,0.931,0.11,0.285,160.062,2afipVQcYOHwXFxrQdoCZW,168020,4
Curl up & Die,Matt Maltese,Folk/International,0.615,0.281,11,-8.468,1,0.0273,0.874,0.537,0.108,0.233,131.979,0mDn9q0XZBVI3xICivkTY1,202022,3
Cursive,Billie Marten,Country,0.494,0.267,0,-11.54,1,0.0308,0.935,5.58e-05,0.128,0.166,115.117,5Iy1wdO0tMaHwKnfFYtlel,240400,3
Cut My Lip,Twenty One Pilots,Rock,0.641,0.561,4,-5.856,1,0.0355,0.12,0.0021,0.358,0.678,111.938,6gFtgkh8ShkrJn52Cbdhxy,282613,4
DAEDALUS,Phonk Killer,Electronic/Dance Music,0.916,0.702,0,-4.78,1,0.0362,0.00567,0.271,0.13,0.842,126.066,5OA0Crr2O5sf4vaj7WpNup,125719,4
DAMAGE,SHADXWBXRN,Electronic/Dance Music,0.666,0.958,0,-3.602,1,0.0455,0.273,0.931,0.0993,0.909,121.993,2YSm6BI1oDJwBayq3ey1QG,141639,4
DARK LADY,KUTE,Electronic/Dance Music,0.613,0.975,1,-2.704,1,0.0871,0.00173,0.0294,0.101,0.424,124.071,15kFp3rOPgHSogMHLon1bC,143468,4
DEAD TO ME,blackbear,Pop,0.709,0.725,7,-5.545,0,0.0759,0.0772,0.0,0.158,0.226,139.968,4C8yVZNQ6DWv2IA9dm4yeY,180576,4
DECIMATION,Eyez Hate U,Electronic/Dance Music,0.7,0.975,4,-2.659,0,0.0356,0.00382,0.427,0.328,0.43,126.011,0us6HsfLfz9BpjUw7WeUXv,137148,4
DEJA VU,dave rodgers,Electronic/Dance Music,0.558,0.991,5,-3.106,0,0.0604,0.0214,0.0,0.106,0.775,154.004,6CRtIYDga4VKW5sV5rfAL3,260555,4
DESIRES,AP Dhillon,Rap/Hip Hop,0.863,0.387,5,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,5pcmtf1lwrMqmAWWm248fY,168000,4
DEVIL SOUL,Phonk Killer,Electronic/Dance Music,0.88,0.712,7,-4.27,1,0.0795,0.145,0.936,0.162,0.615,131.983,7t0OaHwReZjPuEBImsRwvX,113187,4
DIFFERENT,Boslen,Rap/Hip Hop,0.641,0.555,8,-8.287,0,0.184,0.0807,0.0,0.279,0.318,114.009,2whetsUWwhM5Jr9yIkay1Q,137093,4
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,Rap/Hip Hop,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,4356Typ82hUiFAynbLYbPn,220800,4
DNA,Lund,Rap/Hip Hop,0.754,0.632,9,-7.87,1,0.0329,0.283,0.0,0.106,0.563,134.959,6ax40d2A1qCJ0q6v4usuNG,160987,4
DOWN,blackbear,Pop,0.767,0.696,2,-3.428,1,0.162,0.231,0.0,0.228,0.715,115.006,3wMQczkpe5xftuUqkc8dAu,217564,4
DRIFT-ZOKU,Sinizter,Rap/Hip Hop,0.765,0.955,9,-2.968,1,0.283,0.0952,0.000995,0.342,0.448,179.999,7lcZ2RYtItU52PmhPUlxBn,122667,4
DRUG DEALER,blackbear,Pop,0.594,0.462,1,-8.677,0,0.141,0.00841,0.0,0.13,0.164,78.805,3gBnmUHzDUxTSOZGZorlUo,166219,4
Daddy Issues,The Neighbourhood,Rock,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,5E30LdtzQTGqRvNd7l6kG5,260173,4
Dance (A$$),Big Sean,Rap/Hip Hop,0.787,0.73,11,-6.788,0,0.35,0.0276,0.00157,0.0828,0.739,159.825,3ZAMtgYJFoHwJjFkhkXqKr,220293,4
Dance with Me Tonight,Olly Murs,Electronic/Dance Music,0.672,0.748,11,-5.922,0,0.0589,0.305,0.0,0.0811,0.964,163.984,1FSWSs9CL01RCYxXtm08Rf,202227,4
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,Electronic/Dance Music,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,6WkJ2OK163XXS2oARUC9JM,198053,4
Dancin - Krono Remix,Aaron Smith,Electronic/Dance Music,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4IlqQhaxrGPxmg35YcXXuS,256000,4
Dancing With A Stranger (with Normani),Sam Smith,Pop,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,3xgT3xIlFGqZjYW9QlhJWp,171030,4
Dancing in The Light,Souls Extolled,Rock,0.47,0.757,10,-8.157,1,0.0367,0.0481,0.235,0.0809,0.268,139.089,6plQeF8crKENpFbB42jLp7,250760,4
Dangerous,Kardinal Offishall,Rap/Hip Hop,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,4NOZ35Dhucr6UlVyLOtktd,246053,4
Dangerously,Charlie Puth,Pop,0.696,0.517,2,-8.379,0,0.0366,0.364,0.0,0.197,0.23,112.291,6GBMbvX7sqyOxT5wWK4hgN,199133,3
Daniel,Bat For Lashes,Pop,0.593,0.658,8,-8.393,0,0.0364,0.0118,0.0204,0.137,0.422,135.053,5VvsZvy1mwx4teyvI7O9rs,251120,4
Danza Kuduro,Don Omar,Rap/Hip Hop,0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,88.917,2a1o6ZejUi8U3wzzOtCOYw,198773,3
Dard - E - Disco,Sukhwinder Singh,Folk/International,0.837,0.839,11,-5.548,1,0.0468,0.0381,0.000193,0.301,0.679,107.025,2GTasAZimpxzNgE7aXFifI,268713,4
Dard - E - Disco (Remix By Dj Aqeel),Sukhwinder Singh,Folk/International,0.694,0.959,7,-5.635,1,0.06,0.0408,0.0825,0.0763,0.77,124.995,3L2XWJbcC02LtUqZrQmjdr,276673,4
Dard Dilo Ke,Himesh Reshammiya,Folk/International,0.509,0.617,7,-2.233,0,0.0249,0.304,7.8e-05,0.164,0.339,86.025,5fJ7LMH2yzvlX0HKxbzl6f,304049,4
Dard Dilo Ke,Shahid Mallya,Folk/International,0.587,0.415,7,-7.086,0,0.027,0.67,1.61e-06,0.142,0.3,86.066,3fMbCqlyxx5zKvyicIAGO3,304274,4
Dark Horse,Katy Perry,Pop,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934,4jbmgIyjGoXjY01XxatOx6,215672,4
Darker Place,Rachel Chinouriri,Pop,0.682,0.677,0,-7.797,1,0.046,0.0955,0.365,0.0557,0.548,114.959,55KvkgRT9fqmQxqqPuaRJX,168189,4
Darker Than Blue,Andreya Triana,R&B/Soul,0.555,0.404,9,-10.615,0,0.0249,0.684,0.000211,0.125,0.162,89.061,6OiHKpitpPFuMH7ZqgdjDP,223472,4
Daru Badnaam,Param Singh,Pop,0.541,0.676,8,-3.893,0,0.153,0.442,0.0,0.159,0.845,90.037,2TzyJEUfWHGRsk3r6Emvbk,185333,4
Dastaan - E - Om Shanti Om,Shaan,Folk/International,0.552,0.598,9,-6.052,0,0.0362,0.479,0.0,0.0806,0.354,135.951,4IPzzBnFrGrlijBWY0JDYB,426499,4
Date,RADWIMPS,Pop,0.673,0.119,5,-20.274,1,0.0656,0.985,0.73,0.114,0.478,123.87,7A7lxMWZI2Uow7WqWjWGcM,245907,4
Date 2,RADWIMPS,Pop,0.679,0.13,5,-22.383,1,0.0852,0.993,0.729,0.106,0.41,123.43,0wf56xkFyoiPBPDhqgksMt,129013,4
Dawn FM,The Weeknd,R&B/Soul,0.28,0.478,9,-8.755,0,0.037,0.674,5.85e-05,0.483,0.0807,111.65,6krYS8KtmNAYyb5uTZiYW4,96240,4
Day 'N' Nite (Nightmare),Kid Cudi,Rap/Hip Hop,0.881,0.441,11,-6.278,0,0.0646,0.48,9.08e-06,0.119,0.804,138.014,5wfllwdjglyQislkskYLBv,221240,4
Daydreamer,AURORA,Pop,0.604,0.56,10,-8.617,1,0.0786,0.0398,0.000322,0.485,0.266,145.964,6zHEWX6PuCQIRy4rdh777J,219058,4
Dead And Gone,T.I.,Rap/Hip Hop,0.713,0.746,0,-4.99,1,0.259,0.0402,0.0,0.601,0.47,135.021,7IhsLJMqdxoo7YAZjaSMru,299747,4
Dead Eyes,Promoting Sounds,Rap/Hip Hop,0.719,0.651,7,-5.872,1,0.0274,0.127,0.0,0.0762,0.289,104.956,7BdlyzVvOqmwPH9dYtZfsx,219429,4
Dead Horse,Sean Dagher,Folk/International,0.902,0.43,11,-7.239,1,0.0567,0.899,0.0,0.0964,0.83,94.043,7MSpEzjmxk6cTyd2Wl06IM,67173,4
Dead on Arrival,KUTE,Electronic/Dance Music,0.708,0.899,0,-4.249,1,0.181,0.00531,0.246,0.11,0.412,99.934,2wYJ7AszuzxSdb0yOjirKQ,172800,4
Deadly Valentine,Charlotte Gainsbourg,Pop,0.461,0.545,11,-8.166,1,0.046,0.0297,0.0471,0.0928,0.408,104.97,0pfTlQJBOV4LUmF8qqrVy5,364987,4
Deadly Valentine (Radio Edit),Charlotte Gainsbourg,Pop,0.591,0.534,4,-7.929,1,0.0424,0.0207,0.0535,0.256,0.51,104.943,0NHCPU8QNMJUUdIkd9qhro,233149,4
Deadly Valentine (Soulwax Remix),Charlotte Gainsbourg,Pop,0.799,0.858,11,-5.977,1,0.0588,0.0422,0.783,0.0625,0.965,104.976,57KDDGijeqbwsiBOhdo4PT,475058,4
Death Stranding,CHVRCHES,Electronic/Dance Music,0.487,0.704,1,-5.825,1,0.0514,0.00126,0.0652,0.0686,0.0542,121.951,7kOlqMHboyS604AmNVM4Zy,316214,4
Deep End,Fousheé,R&B/Soul,0.711,0.592,4,-7.136,0,0.23,0.758,0.0,0.156,0.535,124.749,6HlE9t71z9DjGi7KqSyEpA,141224,4
Deewangi Deewangi,Shaan,Folk/International,0.725,0.918,9,-4.875,1,0.0447,0.0289,5.13e-06,0.602,0.927,107.975,7emLx4rVwr0tPyjktu7A7U,352388,4
Deja Vu (Initial D),Tsuko G.,Electronic/Dance Music,0.568,0.956,0,-9.435,0,0.0416,0.115,0.0,0.199,0.7,154.042,2QC6Z1XalpTXmIOif8Wl9u,250942,4
Dekhte Dekhte,Rochak Kohli,Pop,0.799,0.828,9,-4.846,0,0.0782,0.424,0.0,0.145,0.627,105.04,1scGwkyXNCl19wrBDhnAWg,256271,4
Demons,Imagine Dragons,Rock,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,3LlAyCYU26dvFZBDUIMb7a,175200,4
Demons,Ouse,Rap/Hip Hop,0.544,0.55,4,-10.654,1,0.0592,0.0183,0.0,0.193,0.134,149.872,1FonRAk9xtzJZbGCslpaZ9,204891,4
Demons,Promoting Sounds,Rap/Hip Hop,0.532,0.543,4,-10.596,1,0.0568,0.0176,0.0,0.217,0.116,150.038,2ydhzORAj3FWMTOhzyqxMQ,204868,4
Demons (feat. Profane Remy),Lox Chatterbox,Rap/Hip Hop,0.678,0.685,1,-4.745,1,0.0827,0.0073,0.0,0.252,0.116,130.063,419WlJcAN0v1jyf75zWLJH,242308,4
Demons Around,yatashigang,Electronic/Dance Music,0.448,0.673,5,-6.851,0,0.34,0.017,0.000156,0.176,0.187,181.127,7KXAgGAHEB1Ny89pL6eEA0,165559,4
Despacito - Remix,Luis Fonsi,Pop,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,6rPO02ozF3bM7NnOV4h6s2,228827,4
Destination,VØJ,Electronic/Dance Music,0.646,0.708,3,-5.875,0,0.065,0.0145,0.781,0.35,0.382,128.011,4QQyXwqvTF9oByQlSmWhCc,144136,4
Destroy Everything You Touch,Ladytron,Electronic/Dance Music,0.528,0.782,4,-6.17,0,0.0314,0.00928,2.21e-05,0.179,0.719,120.311,7z5xueAygjpMdd7hT8zAY3,276508,4
Destroyer,Parkway Drive,Rock,0.465,0.988,3,-4.126,0,0.106,3.2e-05,0.0114,0.13,0.155,133.017,19STBV8KgQ5TqoYbio5Ewm,287340,4
Deva Shree Ganesha,Ajay-Atul,Folk/International,0.34,0.96,1,-5.427,1,0.0802,0.238,4.32e-06,0.0378,0.475,150.04,6Ozx2ngGtXrqznTKhKBlrT,356827,4
Devil,Barren Gates,Rap/Hip Hop,0.507,0.864,6,-1.421,0,0.168,0.343,2.57e-05,0.0891,0.41,150.075,3lj59hy6FrRDyYNo8Onuud,176000,4
Devil Eyes,Hippie Sabotage,Electronic/Dance Music,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,7MiZjKawmXTsTNePyTfPyL,131272,5
Devil Eyes,ZODIVK,Electronic/Dance Music,0.73,0.757,2,-7.379,1,0.0989,0.00189,0.833,0.157,0.259,102.378,04cMUwER7r2VwqMCj4kYJ9,136652,4
Devil's Advocate,The Neighbourhood,Rock,0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004,4XfI7M5gLwEY84gYiH4RDD,186307,4
Dhol Jageero Da,Panjabi MC,Folk/International,0.716,0.974,11,-2.48,0,0.17,0.184,0.00147,0.333,0.886,81.02,3THyCpywXqlelZEERK2RlO,264720,4
Dholna,Uttam Singh,Folk/International,0.684,0.52,7,-10.793,1,0.0339,0.369,3.99e-05,0.724,0.907,92.995,6O8ZM3IKYcSBzpnuxpCAQr,318433,4
Dhoom Taana,Shreya Ghoshal,Folk/International,0.8,0.881,0,-6.077,1,0.0502,0.127,0.00011,0.0976,0.81,107.998,4eKWtXoGajnaGKvKAcgc8f,373357,4
DiE4u,Bring Me The Horizon,Rock,0.355,0.919,7,-3.771,1,0.356,0.00234,0.000313,0.262,0.259,159.922,2gT72HL4Y84K2Mle3miAMJ,207141,4
Diamonds,Mord Fustang,Electronic/Dance Music,0.801,0.918,7,-3.231,0,0.0489,1.66e-06,0.75,0.322,0.503,128.011,5zAvMInb15RHyQXDkf1LGg,194531,4
Diane Young,Vampire Weekend,Pop,0.422,0.809,11,-5.607,1,0.246,0.0333,3.64e-05,0.203,0.735,87.076,10f0hrbCBiQk9STrFG3EU7,160067,4
Dick (feat. Doja Cat),StarBoi3,Rap/Hip Hop,0.647,0.608,9,-6.831,1,0.42,0.13,0.0,0.0584,0.474,125.994,3nY8AqaMNNHHLYV4380ol0,175238,4
Did You Ever Hurt for Me?,Jess Benko,Country,0.614,0.0595,0,-16.254,1,0.107,0.957,5.58e-06,0.105,0.146,75.339,2OR29bTCjzyPuPuHiB0fJC,341820,4
Die 4 You,Perfume Genius,Pop,0.257,0.381,3,-10.62,1,0.0368,0.828,0.00121,0.135,0.264,73.687,2OBY3aeK3P2iiB6tkuanRz,212550,4
Die Again,SLEEPYHΞAD,Electronic/Dance Music,0.71,0.894,1,-1.196,1,0.208,0.0812,0.877,0.28,0.525,92.559,0UxvWoutds1rMXPk7kW4Fy,140195,4
Die For You,Joji,Pop,0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,26hOm7dTtBi0TdpDGl141t,211667,4
Die For You,The Weeknd,R&B/Soul,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629,2LBqCSwhJGcFQeTHMVGwy3,260253,4
"Die Walkure, Act III: Ride of the Valkyries",Richard Wagner,Classical,0.251,0.219,7,-16.781,1,0.0323,0.929,0.933,0.0824,0.0965,89.997,2e8MxBgVWMSQmxb2zcuCoq,325000,3
Dies Irae,Giuseppe Verdi,Classical,0.272,0.346,0,-14.01,0,0.0317,0.926,0.931,0.0772,0.24,79.773,3By9jCy6b4dv5XnlhvIWwx,134747,4
Dil Dooba,Sonu Nigam,Folk/International,0.814,0.909,0,-6.875,1,0.0753,0.319,0.0,0.345,0.961,100.004,6cUaCs1lKfDOyFKMkBF8ch,230947,4
Dil Ibaadat,Pritam,Folk/International,0.59,0.859,2,-5.005,0,0.0416,0.633,0.0,0.286,0.634,149.966,3Kl8p2PxVf8eAayLwTxOIm,329387,4
Dil Kyun Yeh Mera,KK,Folk/International,0.486,0.382,6,-6.183,1,0.0286,0.613,8.56e-05,0.149,0.164,125.918,5nHwX7e5XHnie22nuTFgda,333200,3
Dil Mere,The Local Train,Country,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,6ZmtxXUXRVjxOhugKkmerC,211290,4
Dil Na Diya,Kunal Ganjawala,Folk/International,0.733,0.933,7,-4.583,1,0.105,0.0576,0.0691,0.0615,0.696,132.992,2PaAG9RNH3HKL57LKc3GJI,354253,4
Dil To Pagal Hai,Uttam Singh,Folk/International,0.752,0.67,6,-10.641,0,0.0465,0.306,0.000528,0.729,0.748,110.696,5itw0WzsobhLXyxUuAj8OQ,336118,4
Dilaan De Rajya,Maninder Buttar,Rap/Hip Hop,0.778,0.743,6,-4.506,0,0.0288,0.356,0.0,0.259,0.834,121.956,0RFxx8rwddnW4j9COvLmGK,122336,4
Dildaara (Stand By Me),Shafqat Amanat Ali,Pop,0.622,0.779,9,-5.799,1,0.037,0.102,0.000934,0.145,0.761,100.013,6ZoCBDOB308GqUdt2AJrV2,249661,4
Dilemme,Lous and The Yakuza,Pop,0.841,0.541,5,-7.564,0,0.143,0.0968,0.0,0.0982,0.378,145.038,1sRQzflFI4OooCN1dQK9NG,187013,4
Dilko Tumse Pyar Hua,Roop Kumar Rathod,Folk/International,0.664,0.384,9,-16.858,0,0.0751,0.629,0.0,0.146,0.688,149.945,2uOsJHJbOha30RSDxs8JRS,331468,4
Dilnashin Dilnashin,KK,Folk/International,0.735,0.938,1,-7.142,1,0.0571,0.00942,7.91e-05,0.057,0.792,110.999,6C5CjR1BTqfO5gc0YNcCrP,392267,4
Diplomat's Son,Vampire Weekend,Pop,0.504,0.815,6,-6.967,1,0.332,0.209,0.0513,0.0838,0.842,193.966,0Dx352kZFiXR1NlcEMDJZx,361373,4
Disappear,Tei Shi,R&B/Soul,0.826,0.624,7,-8.386,1,0.25,0.784,1.73e-06,0.112,0.894,115.94,7IAC8d1MpiYgNqIdkVNnPo,179336,4
Disappeared town,RADWIMPS,Pop,0.182,0.27,4,-23.826,0,0.057,0.277,0.962,0.128,0.0359,69.391,7n5lU2pd2KXzkMQSWJCmn9,115840,4
Disaster,KSLV Noh,Electronic/Dance Music,0.825,0.613,0,-6.043,1,0.0941,0.0158,0.391,0.159,0.511,117.052,29e4KOBzZDOX6qnpYbjwoW,84138,4
Dishes - Acoustic,Lauv,Pop,0.641,0.161,4,-12.466,1,0.0413,0.89,1.02e-06,0.104,0.45,91.116,2v8KSMEW97GCZ37PlaIn4d,141442,4
Dive Into You,Loving Caliber,Pop,0.497,0.478,5,-7.801,1,0.0627,0.08,0.0,0.49,0.395,85.392,6pUgQa7qFgVp3i6ddpWWo0,204224,4
Django,Samia,Pop,0.558,0.136,8,-11.731,0,0.0337,0.799,0.0,0.1,0.141,80.259,7n8oAD5lFVciTlfPAChrCr,204285,4
Do Bad Well (feat. Nevve),KSHMR,Electronic/Dance Music,0.604,0.894,5,-4.755,1,0.113,0.0512,0.000315,0.234,0.415,127.964,7zHrHnVSQwI95FGHewXDl8,204375,4
Do I Wanna Know?,Arctic Monkeys,Rock,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,5FVd6KXrgO9B3JPmC8OPst,272394,4
Do It To It - Tiësto Remix,ACRAZE,Electronic/Dance Music,0.636,0.892,2,-5.573,1,0.0386,0.000422,0.0954,0.156,0.456,125.003,2XKsHHNCtKqk9cF35TRFyC,125280,4
Do Pal,Madan Mohan,Folk/International,0.247,0.556,11,-7.514,1,0.0376,0.635,0.000436,0.146,0.371,168.823,7fyIuR4aaWb6iltlAoSkxF,265927,4
Do Ya Wanna Taste It,Wig Wam,Rock,0.559,0.793,2,-3.536,0,0.028,0.0191,0.0,0.394,0.69,92.034,5XW4BwCrfYpci5zMbJxs4N,176973,4
Do You Believe,Ali Gatie,Rap/Hip Hop,0.665,0.707,11,-5.144,1,0.03,0.193,0.0,0.219,0.391,144.952,71TRhiwsRckqoqO9CcDIE6,156331,4
Do You Don't You,Haywyre,Electronic/Dance Music,0.849,0.723,5,-5.093,0,0.046,0.028,0.12,0.235,0.552,115.031,55XVu6sTO9XyNEuu3OEijK,275478,4
Do You?,TroyBoi,Rap/Hip Hop,0.827,0.518,10,-8.156,0,0.343,0.164,0.375,0.61,0.584,80.729,0tAFy8LVdMQgW6A6Nq7olS,195791,4
Does It Feel,Charlie Puth,Pop,0.61,0.86,8,-4.6,0,0.127,0.177,0.0,0.155,0.549,98.995,4mGXCXP9khO6DfRPI3vIuG,218667,4
Don't Start Now,Dua Lipa,Electronic/Dance Music,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,2mak6mzwgFTl7PQIt2msQA,183290,4
Done for Me (feat. Kehlani),Charlie Puth,Pop,0.856,0.632,6,-3.692,0,0.074,0.193,0.0,0.0688,0.697,112.009,1lsBTdE6MGsKeZCD6llNu7,180493,4
Don’t Go (with Justin Bieber & Don Toliver),Skrillex,Electronic/Dance Music,0.689,0.695,11,-5.22,1,0.0429,0.019,0.0,0.123,0.359,75.05,55sgQENF3LY1sUcJUwasLl,168253,4
Don’t Lie (feat. KARRA),Tisoki,Electronic/Dance Music,0.86,0.805,9,-2.524,0,0.108,0.0286,0.00812,0.487,0.797,150.061,2aopGDfpPD9s6IhhyocnAv,196000,4
Don’t Wake Me Up,Jonas Blue,Pop,0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,3LEgGAl9zLcQWGTp7ptqtQ,188894,4
Dope on a Rope,The Growlers,Rock,0.42,0.901,7,-3.857,1,0.0955,0.00173,0.0,0.366,0.74,145.965,76c1AuZodByXM3X2k48wju,250320,4
DotA - Radio Edit,Basshunter,Electronic/Dance Music,0.46,0.962,0,-6.447,1,0.112,0.0084,0.00199,0.186,0.532,140.047,6HjtZWIo0bh0KLD8Tq4ujR,200560,4
Dou Pal,Taha G,Rap/Hip Hop,0.74,0.64,0,-9.931,1,0.0399,0.265,7.7e-05,0.125,0.376,118.019,59hkyI30Y03Zei8ITME2mz,173881,4
Down,Marian Hill,Pop,0.678,0.357,0,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301,5eCkuGPZNl4mISFNPgr3Dd,197773,5
Down By The Water,PJ Harvey,Rock,0.623,0.622,2,-12.255,1,0.0412,0.00168,0.181,0.343,0.319,125.166,48mJX8glOrQkrSdVBjc0Wb,194507,4
Down for You - Remix,Cosmo's Midnight,Electronic/Dance Music,0.593,0.527,2,-6.25,1,0.179,0.548,3.92e-06,0.462,0.466,92.985,6gAk3HmzgUJxWKdUbQKPIQ,166816,4
Downhill,Lund,Rap/Hip Hop,0.846,0.419,4,-8.957,0,0.0499,0.198,1.15e-05,0.0415,0.527,119.992,491c4G5XxA8I80zNvR1rLR,176013,4
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,Rap/Hip Hop,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,5pfJsMwoRYKampPay8amX0,292593,4
Dragostea Din Tei,O-Zone,Electronic/Dance Music,0.812,0.968,0,-3.758,1,0.0421,0.161,0.0,0.0661,0.706,130.093,4nnHlGaBwJHb1rBetqj0Yl,213920,4
Dragostea Din Tei,SP3CTRUM,Electronic/Dance Music,0.668,0.82,0,-4.863,1,0.0828,0.0303,0.0,0.329,0.158,129.939,4i7iReo02WxqA62XybWaPK,141201,4
Dream No More (feat. Ruel & Genesis Owusu),Billy Davis,R&B/Soul,0.362,0.534,10,-8.38,1,0.0468,0.519,1.02e-06,0.332,0.547,94.742,0slVzyDCYPANhtDTpzBgLZ,207158,4
Dream No More (feat. Ruel & Genesis Owusu) - Acoustic Version,Billy Davis,R&B/Soul,0.321,0.332,0,-9.573,1,0.0334,0.931,7.26e-05,0.0845,0.419,84.902,4czEiUAPsMtI71MfAAV963,277940,3
Dream On,Aerosmith,Rock,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,1xsYj84j7hUDDnTTerGWlH,267597,4
Dream lantern,RADWIMPS,Pop,0.206,0.871,8,-5.751,1,0.419,0.0316,6.55e-05,0.0596,0.125,175.6,5mEqD00bdFcsiVd0MfvEeF,131667,3
Dreamer,Axwell /\ Ingrosso,Electronic/Dance Music,0.627,0.847,10,-5.303,1,0.0352,0.0237,0.0,0.212,0.611,126.017,0RTzJVkunbGwuRjXDFHnjf,251147,4
Dreamin (with blackbear),The Score,Rock,0.609,0.726,1,-3.947,0,0.108,0.00252,0.0,0.0745,0.616,79.967,2EtDBM1HREttw143IwZvJ0,198640,4
Dreaming,Smallpools,Electronic/Dance Music,0.612,0.89,10,-2.827,0,0.047,0.000478,0.0,0.0672,0.886,118.989,6cMswWRv4lAU3mh5lclgCc,216253,4
Dreams,Bazzi,Pop,0.663,0.666,6,-5.441,1,0.125,0.583,3.85e-06,0.222,0.605,159.983,6fZpcVRr45Z6fLtciswBBU,147021,4
Dreams,RUNN,Electronic/Dance Music,0.654,0.525,4,-8.447,1,0.0367,0.251,0.0,0.0954,0.211,135.95,7aiYeTWsZBOxBnij88bs7o,194559,4
Dreams - 2004 Remaster,Fleetwood Mac,Rock,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,0ofHAoxe9vBkTCp2UQIavz,257800,4
Drink About - Clean Bandit Remix,Seeb,Electronic/Dance Music,0.656,0.927,1,-4.527,1,0.122,0.127,0.0354,0.0811,0.865,113.99,1HCmEU2u0YU8ll8qgXDyjj,252764,4
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,Electronic/Dance Music,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062,1oHxIPqJyvAYHy0PVrDU98,240347,4
Drive,Dxvn.,R&B/Soul,0.705,0.598,11,-6.83,0,0.0336,0.222,0.00303,0.131,0.173,104.985,09pBww2I1sjGcHac0KvC2M,270000,4
Drown,Dabin,Electronic/Dance Music,0.368,0.754,1,-5.185,1,0.0502,0.00928,0.0,0.256,0.281,169.881,4q7jvS0znF9gBVk7WblXnm,258679,4
Drowning - Sped Up Version,sped up nightcore,Electronic/Dance Music,0.759,0.903,8,-5.287,0,0.0785,0.343,0.0,0.121,0.878,154.825,40x8vMUHIjqd2A5EtHEvAb,174517,4
Drugs & The Internet,Lauv,Pop,0.466,0.551,2,-7.043,1,0.131,0.361,9.32e-05,0.333,0.243,88.794,3pOSvuKA8pmBG7Ar9Y5OnK,178560,4
Drunken Sailor,Sean Dagher,Folk/International,0.689,0.283,5,-6.011,1,0.0387,0.941,0.0,0.116,0.97,160.241,0mGVZddgCy1jYBnWvKCV8H,89520,4
Duckbot,Mike Shinoda,Rap/Hip Hop,0.821,0.382,1,-6.423,1,0.103,0.108,0.866,0.0952,0.38,105.031,5FnWOYFpBAH4dJplxWDNHO,129044,4
Dus Bahane,Shaan,Folk/International,0.833,0.917,7,-5.498,1,0.0597,0.175,1.92e-06,0.109,0.874,110.001,1vBmaijoCBoqmwc3zs5n3s,206947,4
